user_id,precision@10,recall@10,ndcg@10,ap@10,intra_list_diversity
1,0.0,0.0,0.0,0.0,-2.220446049250313e-16
2,0.0,0.0,0.0,0.0,-2.220446049250313e-16
3,0.0,0.0,0.0,0.0,-2.220446049250313e-16
4,0.1,0.25,0.15101961822780524,0.05,0.16275425627173068
5,0.0,0.0,0.0,0.0,-2.220446049250313e-16
6,0.0,0.0,0.0,0.0,-2.220446049250313e-16
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.5118763196074578
9,0.0,0.0,0.0,0.0,0.10983664057436625
10,0.0,0.0,0.0,0.0,-2.220446049250313e-16
11,0.0,0.0,0.0,0.0,-2.220446049250313e-16
12,0.0,0.0,0.0,0.0,0.3176810528738667
13,0.0,0.0,0.0,0.0,-2.220446049250313e-16
14,0.0,0.0,0.0,0.0,0.0680950224265309
15,0.0,0.0,0.0,0.0,-2.220446049250313e-16
16,0.0,0.0,0.0,0.0,0.3034534287203501
17,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,-2.220446049250313e-16
19,0.0,0.0,0.0,0.0,0.3390119807491384
20,0.0,0.0,0.0,0.0,0.5077405722079921
21,0.1,0.1111111111111111,0.11752277470724268,0.037037037037037035,0.7358234102882174
22,0.0,0.0,0.0,0.0,0.46382056100840147
23,0.0,0.0,0.0,0.0,-2.220446049250313e-16
24,0.0,0.0,0.0,0.0,-2.220446049250313e-16
25,0.0,0.0,0.0,0.0,0.2883909036879574
26,0.0,0.0,0.0,0.0,0.05196747076569576
27,0.0,0.0,0.0,0.0,0.1191763845390819
28,0.1,0.14285714285714285,0.10633668103022985,0.028571428571428574,0.5813091311732009
29,0.0,0.0,0.0,0.0,0.35380607753155624
30,0.0,0.0,0.0,0.0,0.35874154718453793
31,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,-2.220446049250313e-16
33,0.0,0.0,0.0,0.0,0.13026077125087546
34,0.0,0.0,0.0,0.0,-2.220446049250313e-16
35,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,-2.220446049250313e-16
37,0.1,0.2,0.1208113026994942,0.03333333333333333,0.1312271693559556
38,0.0,0.0,0.0,0.0,0.605176743835126
39,0.0,0.0,0.0,0.0,-2.220446049250313e-16
40,0.0,0.0,0.0,0.0,-2.220446049250313e-16
41,0.0,0.0,0.0,0.0,0.6244670556161744
42,0.0,0.0,0.0,0.0,-4.440892098500626e-16
43,0.1,0.047619047619047616,0.09478836436955078,0.025,-4.440892098500626e-16
44,0.2,0.1,0.15850703974098102,0.04857142857142857,0.5544496450298954
45,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.319532755673792
47,0.0,0.0,0.0,0.0,-2.220446049250313e-16
48,0.0,0.0,0.0,0.0,0.6331028207296157
49,0.1,0.125,0.12647135138382856,0.041666666666666664,0.0
50,0.0,0.0,0.0,0.0,-2.220446049250313e-16
51,0.1,0.25,0.3903800499921017,0.25,0.4538094420964404
52,0.0,0.0,0.0,0.0,-2.220446049250313e-16
53,0.0,0.0,0.0,0.0,0.3148957106560236
54,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.39093563629044137
56,0.2,0.09090909090909091,0.20248323207250624,0.06999999999999999,0.4969910313514583
57,0.0,0.0,0.0,0.0,0.21312047427529726
58,0.1,0.047619047619047616,0.13886244387355454,0.05,0.0
59,0.0,0.0,0.0,0.0,-2.220446049250313e-16
60,0.0,0.0,0.0,0.0,-2.220446049250313e-16
61,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.28646551992230607
63,0.0,0.0,0.0,0.0,-2.220446049250313e-16
64,0.0,0.0,0.0,0.0,-2.220446049250313e-16
65,0.0,0.0,0.0,0.0,-2.220446049250313e-16
66,0.0,0.0,0.0,0.0,0.18586607806370528
67,0.0,0.0,0.0,0.0,0.11559597906204742
68,0.0,0.0,0.0,0.0,0.2452231912689201
69,0.0,0.0,0.0,0.0,-2.220446049250313e-16
70,0.0,0.0,0.0,0.0,0.5473869124801938
71,0.1,0.2,0.09803928583135704,0.02,-2.220446049250313e-16
72,0.0,0.0,0.0,0.0,0.09080105488691956
73,0.0,0.0,0.0,0.0,-2.220446049250313e-16
74,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,-2.220446049250313e-16
76,0.0,0.0,0.0,0.0,-2.220446049250313e-16
77,0.0,0.0,0.0,0.0,0.6781705254775546
78,0.0,0.0,0.0,0.0,-2.220446049250313e-16
79,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.11300137013596599
81,0.0,0.0,0.0,0.0,-2.220446049250313e-16
82,0.0,0.0,0.0,0.0,0.17325708268641826
83,0.0,0.0,0.0,0.0,0.21312047427529726
84,0.0,0.0,0.0,0.0,-2.220446049250313e-16
85,0.0,0.0,0.0,0.0,-2.220446049250313e-16
86,0.0,0.0,0.0,0.0,0.536915930128696
87,0.0,0.0,0.0,0.0,0.47697008486748593
88,0.0,0.0,0.0,0.0,0.5342929796835347
89,0.0,0.0,0.0,0.0,-2.220446049250313e-16
90,0.0,0.0,0.0,0.0,-2.220446049250313e-16
91,0.0,0.0,0.0,0.0,0.6268031533542259
92,0.1,0.030303030303030304,0.08514311764162098,0.02,0.2948654841743039
93,0.0,0.0,0.0,0.0,0.55843144092383
94,0.0,0.0,0.0,0.0,-2.220446049250313e-16
95,0.1,0.02702702702702703,0.09478836436955078,0.025,-4.440892098500626e-16
96,0.0,0.0,0.0,0.0,0.1191763845390819
97,0.0,0.0,0.0,0.0,0.5003982479303942
98,0.0,0.0,0.0,0.0,-2.220446049250313e-16
99,0.0,0.0,0.0,0.0,0.2206799102867618
100,0.0,0.0,0.0,0.0,-2.220446049250313e-16
101,0.0,0.0,0.0,0.0,0.0
102,0.2,0.3333333333333333,0.198881557747969,0.06481481481481481,0.6672556779328315
103,0.0,0.0,0.0,0.0,0.274673104662929
104,0.0,0.0,0.0,0.0,-2.220446049250313e-16
105,0.0,0.0,0.0,0.0,0.3723796664867754
106,0.0,0.0,0.0,0.0,-2.220446049250313e-16
108,0.0,0.0,0.0,0.0,0.19251329954685284
109,0.0,0.0,0.0,0.0,0.5347553261314161
110,0.0,0.0,0.0,0.0,0.08684051416725033
111,0.0,0.0,0.0,0.0,-2.220446049250313e-16
112,0.0,0.0,0.0,0.0,-2.220446049250313e-16
113,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.27823905401928833
115,0.0,0.0,0.0,0.0,0.3034534287203501
116,0.1,0.1,0.22009176629808017,0.1,-2.220446049250313e-16
117,0.0,0.0,0.0,0.0,0.32879285237070965
118,0.0,0.0,0.0,0.0,0.25045334497305544
119,0.0,0.0,0.0,0.0,-2.220446049250313e-16
